src,rel,dst,src_label,dst_label,row_id
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,27758
node:5322bd41eb35fa05,is,node:fd4a869f39cecea2,name,079426C001,27758
node:ace9b0eac87cb97b,name of is,node:fd4a869f39cecea2,project,079426C001,27758
node:99ac13c2bb0f4fc7,is,node:9e65ab9ef645443f,client,PETROBRAS,27758
node:f4fb9429ef1c1c5d,is,node:8dac4b27874f4313,work process,Construction,27758
node:beef3462beb17905,are,node:e43df9a07791cf5a,life rules,Safe Mechanical Lifting,27758
node:beef3462beb17905,are,node:70859b7f9205dc81,life rules,Safe Lifting,27758
node:ccc83dc829b0c87c,are,node:70859b7f9205dc81,life saving rules,Safe Lifting,27758
node:ccc83dc829b0c87c,are,node:e43df9a07791cf5a,life saving rules,Safe Mechanical Lifting,27758
node:9e0a3afd66f4fadf,was reported on,node:13977673d1e30b66,case,2025-04-16,27758
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,27758
node:8045bc4ef3beffa2,is,node:4a8e93a758aa940d,status,Open,27758
node:fd062c23cbff59ef,was,node:30b402df5de31446,loss potential severity,2.0,27758
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,27758
node:3dc2d5f80ef9d4ee,is,node:87e6f979dbf54aa1,operating center,TPBRASIL,27758
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,27758
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,27758
node:2809263c1552cd5a,is,node:61f8c41395b952ed,location code,TFMC652,27758
node:f59c096b3321a5ef,code of is,node:61f8c41395b952ed,incident,TFMC652,27758
node:56636ea50f45db51,were subjected During,node:14810649f25666ab,50KG Fire Extinguishers,Weekly HSE Management Walkthrough,11491
node:c99bddd8555cbf3c,were,node:72bf0003c7a06743,Fire Extinguishers,Third Party Certified,11491
node:cae9e576472d9a53,were subjected During,node:b81f3be5888cc898,50KG Fire Extinguishers located,Weekly HSE Management Walkthrough in Onne base,11491
node:56636ea50f45db51,were subjected During,node:b81f3be5888cc898,50KG Fire Extinguishers,Weekly HSE Management Walkthrough in Onne base,11491
node:cae9e576472d9a53,were,node:e14c3aaabb53f9ef,50KG Fire Extinguishers located,During Weekly HSE Management Walkthrough subjected to function test,11491
node:14810649f25666ab,is in,node:c9f650c75e9da44e,Weekly HSE Management Walkthrough,Onne base,11491
node:56636ea50f45db51,were,node:27109a3cf9a9ba68,50KG Fire Extinguishers,During Weekly HSE Management Walkthrough in Onne base subjected to function test,11491
node:cae9e576472d9a53,were subjected to,node:f1327cd5a096e225,50KG Fire Extinguishers located,function test,11491
node:cae9e576472d9a53,were,node:27109a3cf9a9ba68,50KG Fire Extinguishers located,During Weekly HSE Management Walkthrough in Onne base subjected to function test,11491
node:cae9e576472d9a53,were subjected During,node:14810649f25666ab,50KG Fire Extinguishers located,Weekly HSE Management Walkthrough,11491
node:c99bddd8555cbf3c,were,node:eb726ae2bb67388f,Fire Extinguishers,even Third Party Certified,11491
node:56636ea50f45db51,were,node:8efb1a36abd977bf,50KG Fire Extinguishers,subjected,11491
node:cae9e576472d9a53,were,node:8efb1a36abd977bf,50KG Fire Extinguishers located,subjected,11491
node:56636ea50f45db51,were subjected to,node:f1327cd5a096e225,50KG Fire Extinguishers,function test,11491
node:56636ea50f45db51,were,node:e14c3aaabb53f9ef,50KG Fire Extinguishers,During Weekly HSE Management Walkthrough subjected to function test,11491
node:31293efe993c24ad,type of is,node:1c1b1bd9d2192d38,impact,Damage,11491
node:94894d0480830370,is,node:1c1b1bd9d2192d38,type,Damage,11491
node:f65bceae9e1f5084,is,node:180f9ff29c9bccc1,description,Significant,11491
node:1a345cef2abea8d3,is,node:67f61e3da5145b1a,severity value,3.0,11491
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,11491
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,11491
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,11491
node:9e0a3afd66f4fadf,is,node:89c9e690f63d8de8,case,occur,11491
node:b66ca7b81154bd22,is,node:67f61e3da5145b1a,value,3.0,11491
node:8987dddee8db0aa6,is,node:ecbe613e47a50e47,criticality,16.0,11491
node:6ad8136021b8f634,is,node:18769c6ca5c2e6a5,risk color,Yellow,11491
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,11491
node:1dc98cc9a40e5a79,is,node:9901ca588f7ae2c9,date,2022-11-17 13:38:00.000,11491
node:f02496fb1c3a429d,is,node:849de1ba9e9e63c9,title,Faulty Fire Extinguisher,11491
node:f02496fb1c3a429d,is,node:4bf536e6c9401fef,title,Faulty Fire Extinguisher at Utility Area,11491
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,11491
node:afc97a12f07d4317,is,node:ccf791b80952cc4e,General Business Unit involved,Subsea,11491
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,11491
node:efb0833c3b6eb969,is,node:0efe3aa51493aa54,specific Business Unit,Services,11491
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,11491
node:02b2c2d0700811c7,is,node:0efe3aa51493aa54,Business Unit,Services,11491
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,11491
node:5322bd41eb35fa05,is,node:a5e8d30551a7cb72,name,Non Project Specific,11491
node:99ac13c2bb0f4fc7,is,node:76736dbe8d6ee5b5,client,TECHNIPFMC NIGERIA LIMITED,11491
node:d9d10f1dc86defd4,is,node:b5d3ea6b47f3dbe3,case categorization,Equipment Suitability,11491
node:f4fb9429ef1c1c5d,is,node:8dac4b27874f4313,work process,Construction,11491
node:9e0a3afd66f4fadf,was reported on,node:1e25620fca0c20b6,case,2022-11-17,11491
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,11491
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,11491
node:fd062c23cbff59ef,was,node:67f61e3da5145b1a,loss potential severity,3.0,11491
node:f59c096b3321a5ef,has,node:6a611dc3333cada5,incident,has approved,11491
node:f59c096b3321a5ef,has,node:8b3aa9c18f3ac1e0,incident,when has approved,11491
node:1dc98cc9a40e5a79,is,node:1e25620fca0c20b6,date,2022-11-17,11491
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,11491
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,11491
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,11491
node:3dc2d5f80ef9d4ee,is,node:a5e8d30551a7cb72,operating center,Non Project Specific,11491
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,11491
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,11491
node:f59c096b3321a5ef,code of is,node:9ddbbda0ad267791,incident,TFMC374,11491
node:2809263c1552cd5a,is,node:9ddbbda0ad267791,location code,TFMC374,11491
node:1c58d71acc0e5ed2,was in,node:233216bd4a593271,Deep Orient,Stybarrow field in preparation for recovery,23517
node:1c58d71acc0e5ed2,was in,node:c447f9f6ac89780d,Deep Orient,Stybarrow field for recovery of riser section ST-FX-6IN-9,23517
node:1c58d71acc0e5ed2,was in,node:c29dce554ed273ff,Deep Orient,Stybarrow field for recovery,23517
node:1c58d71acc0e5ed2,was in,node:86aa74a9683cc508,Deep Orient,Stybarrow field in preparation,23517
node:1c58d71acc0e5ed2,was in,node:622d710bd429b67b,Deep Orient,Stybarrow field in preparation for recovery of riser section ST-FX-6IN-9,23517
node:1c58d71acc0e5ed2,was in,node:1a9ea39533f3c58f,Deep Orient,Stybarrow field,23517
node:1a9ea39533f3c58f,is in,node:8ced2b752ad3f731,Stybarrow field,preparation,23517
node:690c46aba42fc7d3,was,node:018221db7ab1da95,recovery,suspended due to forecasted weather,23517
node:690c46aba42fc7d3,was,node:4e22da161ade2a0d,recovery,suspended due to forecasted increasing weather,23517
node:690c46aba42fc7d3,was,node:c7129f6fa5181629,recovery,suspended due,23517
node:690c46aba42fc7d3,was,node:23c5133ba7455b90,recovery,suspended due to weather,23517
node:690c46aba42fc7d3,was,node:2477a887f4999746,recovery,suspended due to increasing weather,23517
node:690c46aba42fc7d3,was,node:18df0ffec71a651c,recovery,suspended,23517
node:765f475e90f64194,were identified In,node:13bb81856f55feec,additional tasks,anticipation,23517
node:765f475e90f64194,were identified In,node:9ffa01ebcf8fce66,additional tasks,anticipation of impending weather,23517
node:3c8f15ec089f7828,were identified In,node:8834ffa8c2127b98,tasks,anticipation of weather,23517
node:3c8f15ec089f7828,were identified In,node:13bb81856f55feec,tasks,anticipation,23517
node:765f475e90f64194,were identified In,node:8834ffa8c2127b98,additional tasks,anticipation of weather,23517
node:765f475e90f64194,were,node:cf69623b3b34a913,additional tasks,identified,23517
node:3c8f15ec089f7828,were,node:cf69623b3b34a913,tasks,identified,23517
node:3c8f15ec089f7828,were identified In,node:9ffa01ebcf8fce66,tasks,anticipation of impending weather,23517
node:690c46aba42fc7d3,was discussed at,node:3c12a12430a6829c,Recovery,August 2024,23517
node:690c46aba42fc7d3,was,node:1d03b0cd15197d6d,Recovery,discussed,23517
node:690c46aba42fc7d3,was discussed at,node:649063ad55724ab4,Recovery,17th August 2024,23517
node:3bcc30e94516127a,is in,node:0c69e8365e79ea5c,5.5 m sections,readiness,23517
node:d49689e6508ad9e7,was detailed in,node:6bb8b4dc7f1e8ece,This,SI-011,23517
node:1c58d71acc0e5ed2,perform,node:5ba335982083d03e,Deep Orient,visual inspection of cut,23517
node:5da22bd0f1da454f,be,node:6196b1ad648cdd86,line,cut,23517
node:1c58d71acc0e5ed2,returned to,node:1a9ea39533f3c58f,Deep Orient,Stybarrow field,23517
node:1c58d71acc0e5ed2,perform,node:05b7e23f147a47b0,Deep Orient,inspection,23517
node:1c58d71acc0e5ed2,perform,node:87f4f5b4d5adf1cc,Deep Orient,visual inspection,23517
node:0d8f07b604dd001f,ends at,node:f028db537df47cf4,Deep Orient returned,H3,23517
node:1c58d71acc0e5ed2,perform,node:c0dee6e16b145f7a,Deep Orient,inspection of cut,23517
node:dbad2b09762087e6,identified,node:a92877ba36d3a9b4,Initial findings,bubbles,23517
node:cf95e138a6f31957,identified,node:a92877ba36d3a9b4,findings,bubbles,23517
node:cf95e138a6f31957,identified,node:11a824e7dad08cd7,findings,small bubbles,23517
node:cf95e138a6f31957,identified,node:6adb079c4d476757,findings,est.,23517
node:dbad2b09762087e6,identified,node:6adb079c4d476757,Initial findings,est.,23517
node:dbad2b09762087e6,identified,node:11a824e7dad08cd7,Initial findings,small bubbles,23517
node:1c58d71acc0e5ed2,relocated to,node:90ab3e426b7a8621,Deep Orient,H3 tree,23517
node:c5d3d9150e4e8ff5,relocated to,node:8165f74c0ba53236,Orient,south,23517
node:c5d3d9150e4e8ff5,relocated to,node:90ab3e426b7a8621,Orient,H3 tree,23517
node:1c58d71acc0e5ed2,relocated to,node:8165f74c0ba53236,Deep Orient,south,23517
node:beba7fed4f8ebdd3,is in,node:019cbcade7d44686,minor environmental release,alignment,23517
node:1150b53806f60833,occurred before,node:0cbcbbdfc6e1090c,discharge,its intended time,23517
node:1150b53806f60833,occurred before,node:c3727e4908e382f2,discharge,its time,23517
node:beba7fed4f8ebdd3,is with,node:cc869d70c65bf2c5,minor environmental release,Global HSE Incident Classification Standard GPS-11-0017,23517
node:78fc208a708a21f6,returned to,node:094e9f5e634e3e6a,Vessel,performance visual inspection,23517
node:78fc208a708a21f6,returned to,node:1a9ea39533f3c58f,Vessel,Stybarrow field,23517
node:78fc208a708a21f6,returned to,node:ce4e7f006e14a0fc,Vessel,performance inspection,23517
node:78fc208a708a21f6,returned to,node:d4a686c787fdebea,Vessel,performance visual inspection of cut,23517
node:78fc208a708a21f6,returned to,node:0ad4aa540a92701f,Vessel,performance inspection of cut,23517
node:f546121d7357694e,is with,node:415ac2512a6f8b9a,Updated vessel survey screen,go lines highlighted,23517
node:94894d0480830370,is,node:3cb7d2848a6144c8,type,Environment,23517
node:1a345cef2abea8d3,is,node:30b402df5de31446,severity value,2.0,23517
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,23517
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,23517
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,23517
node:9e0a3afd66f4fadf,is,node:89c9e690f63d8de8,case,occur,23517
node:b66ca7b81154bd22,is,node:30b402df5de31446,value,2.0,23517
node:8987dddee8db0aa6,is,node:c5c11887218b0e4c,criticality,4.0,23517
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,23517
node:b66ca7b81154bd22,is,node:30b402df5de31446,value,2.0,23517
node:688608fa38c6d97c,is,node:56ad49b28b1f4b20,mitigated risk color,Green,23517
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,23517
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,23517
node:af37b94b74201925,is,node:479b745e8239f79d,time,2024-08-17 12:00:00.000,23517
node:9e0a3afd66f4fadf,title of is,node:f59c096b3321a5ef,case,Incident,23517
node:9e0a3afd66f4fadf,title of is,node:681c596b68188366,case,Environmental Incident,23517
node:f02496fb1c3a429d,is,node:681c596b68188366,title,Environmental Incident,23517
node:f02496fb1c3a429d,is,node:f59c096b3321a5ef,title,Incident,23517
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,23517
node:afc97a12f07d4317,is,node:ccf791b80952cc4e,General Business Unit involved,Subsea,23517
node:efb0833c3b6eb969,is,node:0a8aa232494d650c,specific Business Unit,Projects,23517
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,23517
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,23517
node:02b2c2d0700811c7,is,node:0a8aa232494d650c,Business Unit,Projects,23517
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,23517
node:ace9b0eac87cb97b,name of is,node:5d528c22d3202a2f,project,TPO-Griffin EPRD Decomm,23517
node:5322bd41eb35fa05,is,node:5d528c22d3202a2f,name,TPO-Griffin EPRD Decomm,23517
node:99ac13c2bb0f4fc7,is,node:d2c14d128343d608,client,WOODSIDE ENERGY LTD.,23517
node:d9d10f1dc86defd4,is,node:eb1a2a6207e2cf25,case categorization,Hazardous liquids,23517
node:d9d10f1dc86defd4,is,node:db834712d918a659,case categorization,liquids,23517
node:f4fb9429ef1c1c5d,is,node:8dac4b27874f4313,work process,Construction,23517
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,23517
node:9e0a3afd66f4fadf,was reported on,node:84d43b25b49d7109,case,2024-09-06,23517
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,23517
node:fd062c23cbff59ef,was,node:30b402df5de31446,loss potential severity,2.0,23517
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,23517
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,23517
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,23517
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,23517
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,23517
node:3dc2d5f80ef9d4ee,is,node:82e7647fe8d012aa,operating center,TPOCEANIA,23517
node:f59c096b3321a5ef,code of is,node:8601677ad267e0ac,incident,TFMC505,23517
node:2809263c1552cd5a,is,node:8601677ad267e0ac,location code,TFMC505,23517
node:26f5a6f9e3326361,is in,node:b9a08f6662978b8b,room,second floor,28901
node:26f5a6f9e3326361,is in,node:d02b6fcec92e15f0,room,FLow loop 2,28901
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,28901
node:1a345cef2abea8d3,is,node:30b402df5de31446,severity value,2.0,28901
node:f65bceae9e1f5084,is,node:f9d5f765546f2696,description,Exposure,28901
node:f65bceae9e1f5084,is Exposure to,node:107af1ad6cd438ad,description,activity,28901
node:f65bceae9e1f5084,is Exposure to,node:3a6b50ed4095dd4c,description,activity by location,28901
node:94894d0480830370,description of is,node:93f0ff3210061310,type,Exposure to activity,28901
node:94894d0480830370,description of is,node:f9d5f765546f2696,type,Exposure,28901
node:94894d0480830370,description of is,node:0ceb2ed48a6b1d28,type,Exposure to activity by location,28901
node:107af1ad6cd438ad,occurs,node:19f1995a09848a5b,Activity,quarterly,28901
node:b66ca7b81154bd22,is,node:67f61e3da5145b1a,value,3.0,28901
node:8987dddee8db0aa6,is,node:498b3797c1ffeb8d,criticality,8.0,28901
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,28901
node:b66ca7b81154bd22,is,node:498b3797c1ffeb8d,value,8.0,28901
node:688608fa38c6d97c,is,node:56ad49b28b1f4b20,mitigated risk color,Green,28901
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,28901
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,28901
node:1dc98cc9a40e5a79,is,node:c3bf37ef5f780d6f,date,2025-06-06 07:25:00.000,28901
node:afc97a12f07d4317,is,node:b7a3802d43e0d4cc,General Business Unit involved,REMS,28901
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,28901
node:efb0833c3b6eb969,is,node:648d66c2a0ccc58f,specific Business Unit,Controls,28901
node:02b2c2d0700811c7,is,node:648d66c2a0ccc58f,Business Unit,Controls,28901
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,28901
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,28901
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,28901
node:5322bd41eb35fa05,is,node:1d74ee50c3e1d200,name,NA,28901
node:beef3462beb17905,are,node:443a745bad2abfcf,life rules,Bypassing Safety Controls,28901
node:ccc83dc829b0c87c,are,node:443a745bad2abfcf,life saving rules,Bypassing Safety Controls,28901
node:9e0a3afd66f4fadf,was reported on,node:7be6b73250851c2e,case,2025-06-06,28901
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,28901
node:8045bc4ef3beffa2,is,node:4a8e93a758aa940d,status,Open,28901
node:fd062c23cbff59ef,was,node:30b402df5de31446,loss potential severity,2.0,28901
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,28901
node:3dc2d5f80ef9d4ee,is,node:a5e8d30551a7cb72,operating center,Non Project Specific,28901
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,28901
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,28901
node:f59c096b3321a5ef,code of is,node:0b9f95cddcb4a87b,incident,TFMC475,28901
node:2809263c1552cd5a,is,node:0b9f95cddcb4a87b,location code,TFMC475,28901
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,21427
node:f65bceae9e1f5084,is,node:4dd842546de55b2c,description,Negligible,21427
node:1a345cef2abea8d3,is,node:ee7d7df4366777c2,severity value,1.0,21427
node:f65bceae9e1f5084,is,node:f9d5f765546f2696,description,Exposure,21427
node:f65bceae9e1f5084,is Exposure to,node:107af1ad6cd438ad,description,activity,21427
node:f65bceae9e1f5084,is Exposure to,node:3a6b50ed4095dd4c,description,activity by location,21427
node:94894d0480830370,description of is,node:93f0ff3210061310,type,Exposure to activity,21427
node:94894d0480830370,description of is,node:f9d5f765546f2696,type,Exposure,21427
node:94894d0480830370,description of is,node:0ceb2ed48a6b1d28,type,Exposure to activity by location,21427
node:107af1ad6cd438ad,occurs,node:19f1995a09848a5b,Activity,quarterly,21427
node:b66ca7b81154bd22,is,node:67f61e3da5145b1a,value,3.0,21427
node:8987dddee8db0aa6,is,node:c5c11887218b0e4c,criticality,4.0,21427
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,21427
node:b66ca7b81154bd22,is,node:30b402df5de31446,value,2.0,21427
node:688608fa38c6d97c,is,node:56ad49b28b1f4b20,mitigated risk color,Green,21427
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,21427
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,21427
node:1dc98cc9a40e5a79,is,node:0d909f3e1c0b3e93,date,2024-05-23 11:30:00.000,21427
node:f02496fb1c3a429d,is,node:072945109388b0b8,title,Queda de mesmo,21427
node:f02496fb1c3a429d,is,node:1eb56f3771899f3f,title,Queda de mesmo Sem lesão,21427
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,21427
node:afc97a12f07d4317,is,node:ccf791b80952cc4e,General Business Unit involved,Subsea,21427
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,21427
node:efb0833c3b6eb969,is,node:0efe3aa51493aa54,specific Business Unit,Services,21427
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,21427
node:02b2c2d0700811c7,is,node:0efe3aa51493aa54,Business Unit,Services,21427
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,21427
node:5322bd41eb35fa05,is,node:1d74ee50c3e1d200,name,NA,21427
node:99ac13c2bb0f4fc7,is,node:dced6ea9be60cf06,client,TECHNIPFMC PLC.,21427
node:d9d10f1dc86defd4,is,node:0fd25730b84c418a,case categorization,Falls,21427
node:d9d10f1dc86defd4,trips on,node:92de4aaab559e717,case categorization,level,21427
node:d9d10f1dc86defd4,trips on,node:3db2cadf10105d02,case categorization,same level,21427
node:f4fb9429ef1c1c5d,is,node:290fe7ab765d00b2,work process,Procurement-Subcontracting,21427
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,21427
node:9e0a3afd66f4fadf,was reported on,node:d06b2f4a627b2018,case,2024-05-23,21427
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,21427
node:fd062c23cbff59ef,was,node:ee7d7df4366777c2,loss potential severity,1.0,21427
node:f59c096b3321a5ef,has,node:6a611dc3333cada5,incident,has approved,21427
node:1dc98cc9a40e5a79,is,node:51d91f2177ed0e1a,date,2025-05-20,21427
node:f59c096b3321a5ef,has,node:8b3aa9c18f3ac1e0,incident,when has approved,21427
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,21427
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,21427
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,21427
node:3dc2d5f80ef9d4ee,is,node:a5e8d30551a7cb72,operating center,Non Project Specific,21427
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,21427
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,21427
node:2809263c1552cd5a,is,node:33afd7d911dad60d,location code,TFMC643,21427
node:f59c096b3321a5ef,code of is,node:33afd7d911dad60d,incident,TFMC643,21427
node:12151f8714a88449,STOPPED BEHIND,node:2617d1cb07abbb3a,COMPANY VEHICLE LD3713 WAS,SEMI,16651
node:12151f8714a88449,STOPPED BEHIND,node:bf8ec734b8990596,COMPANY VEHICLE LD3713 WAS,SEMI WHEN,16651
node:725a8b3ad4a07a35,PULLED,node:44591462a97f9856,OUR DRIVER,IN,16651
node:17dd1119fe8ab2c3,is IN,node:7ba402ee2c01a9c4,SEMI TRUCK TRAILER,FRONT,16651
node:725a8b3ad4a07a35,PULLED FORWARD,node:44591462a97f9856,OUR DRIVER,IN,16651
node:31293efe993c24ad,type of is,node:1c1b1bd9d2192d38,impact,Damage,16651
node:94894d0480830370,is,node:1c1b1bd9d2192d38,type,Damage,16651
node:f65bceae9e1f5084,is,node:4dd842546de55b2c,description,Negligible,16651
node:1a345cef2abea8d3,is,node:ee7d7df4366777c2,severity value,1.0,16651
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,16651
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,16651
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,16651
node:b66ca7b81154bd22,is,node:ee7d7df4366777c2,value,1.0,16651
node:8987dddee8db0aa6,is,node:ee7d7df4366777c2,criticality,1.0,16651
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,16651
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,16651
node:af37b94b74201925,is,node:0681190e9405b8b2,time,2023-09-07 16:45:00.000,16651
node:f02496fb1c3a429d,is TAPPED,node:096e21c958368651,title,SEMI TRAILER,16651
node:58fbe833fd01076e,is TAPPED,node:096e21c958368651,COMPANY VEHICLE LD3713,SEMI TRAILER,16651
node:afc97a12f07d4317,is,node:50ab6bc779fa9600,General Business Unit involved,Surface,16651
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,16651
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,16651
node:02b2c2d0700811c7,is,node:3f49d0867da0801b,Business Unit,Surface Americas,16651
node:efb0833c3b6eb969,is,node:3f49d0867da0801b,specific Business Unit,Surface Americas,16651
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,16651
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,16651
node:5322bd41eb35fa05,is,node:a5e8d30551a7cb72,name,Non Project Specific,16651
node:99ac13c2bb0f4fc7,is,node:333a72930744b1c7,client,FMC TECHNOLOGIES SURFACE INTEGRATED SERVICES,16651
node:d9d10f1dc86defd4,is,node:63a2fdc5216eb587,case categorization,Motor Vehicle Road Accident,16651
node:f4fb9429ef1c1c5d,is,node:8dac4b27874f4313,work process,Construction,16651
node:9e0a3afd66f4fadf,was reported on,node:198e7b9d6f0cfb2a,case,2023-09-14,16651
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,16651
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,16651
node:fd062c23cbff59ef,was,node:ee7d7df4366777c2,loss potential severity,1.0,16651
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,16651
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,16651
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,16651
node:3dc2d5f80ef9d4ee,is,node:a5e8d30551a7cb72,operating center,Non Project Specific,16651
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,16651
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,16651
node:2809263c1552cd5a,is,node:be0f733490a489e1,location code,TFMC621,16651
node:f59c096b3321a5ef,code of is,node:be0f733490a489e1,incident,TFMC621,16651
node:071e410866c69d2f,pour,node:c8dd16e3849f2cdc,l'opérateur était concentré,ne rien heurter,15368
node:e1f00329ceb3c709,pour et,node:c8dd16e3849f2cdc,était concentré,ne rien heurter,15368
node:071e410866c69d2f,pour et,node:c8dd16e3849f2cdc,l'opérateur était concentré,ne rien heurter,15368
node:e1f00329ceb3c709,pour,node:c8dd16e3849f2cdc,était concentré,ne rien heurter,15368
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,15368
node:f65bceae9e1f5084,is,node:4dd842546de55b2c,description,Negligible,15368
node:1a345cef2abea8d3,is,node:ee7d7df4366777c2,severity value,1.0,15368
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,15368
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,15368
